Student,Skill1,Skill2,Skill3,Skill4
S1247,1,3,3,1
S1248,4,3,3,2
S1249,2,2,1,3
S1250,2,4,4,3
S1251,2,3,3,3
S1252,3,3,4,2
S1253,2,3,2,1
S1254,4,3,3,3
S1255,4,3,4,3
S1256,1,1,1,1
S1257,4,3,4,3
S1258,3,3,3,1
S1259,2,3,3,4
S1260,4,2,2,2
S1261,3,2,1,3
S1262,2,2,2,3
S1263,2,2,4,3
S1264,2,3,2,2
S1265,1,2,2,3
S1266,4,4,2,3
S1267,4,2,3,2
S1268,3,4,2,2
S1269,3,3,3,2
S1270,2,1,1,1
S1271,2,2,4,2
S1272,3,2,4,1
S1273,3,3,3,2
S1274,3,3,2,2
S1275,4,4,4,3
S1276,3,3,3,1
S1277,4,3,2,2
S1278,3,1,3,3
S1279,4,4,2,1
S1280,3,3,3,2
S1281,2,2,2,4
S1282,3,2,2,2
S1283,3,1,3,3
S1284,1,1,1,1
S1285,3,3,3,3
S1286,4,3,2,2
S1287,2,1,1,2
S1288,1,3,4,3
S1289,4,2,4,2
S1290,1,1,1,1
S1291,4,1,2,2
S1292,4,4,4,3
S1293,2,3,2,3
S1294,1,2,2,1
S1295,3,2,4,2
S1296,4,4,2,3
S1297,2,4,3,2
S1298,3,3,3,4
S1299,2,4,3,3
S1300,1,3,3,3
S1301,1,2,4,3
S1302,3,3,2,2
S1303,1,2,1,1
S1304,2,3,2,3
S1305,4,2,2,3
S1306,3,4,2,3
S1307,4,4,4,4
S1308,1,3,3,3
S1309,2,2,3,4
S1310,2,1,1,1
S1311,3,2,1,3
S1312,2,1,2,2
S1313,2,2,3,1
S1314,2,3,3,2
S1315,3,2,3,3
S1316,4,3,3,2
S1317,2,2,3,1
S1318,2,1,1,2
S1319,2,2,1,1
S1320,3,3,2,3
S1321,3,4,3,3
S1322,2,2,1,1
S1323,4,4,4,4
S1324,2,4,4,1
S1325,3,3,3,3
S1326,2,3,3,3
S1327,4,4,3,3
S1328,2,2,2,2
S1329,4,4,3,4
S1330,2,3,3,4
S1331,3,4,3,2
S1332,4,4,4,4
S1333,3,3,3,1
S1334,1,1,2,1
S1335,1,3,4,4
S1336,3,4,4,2
S1337,3,1,4,2
S1338,4,4,3,3
S1339,4,4,3,1
S1340,2,1,1,1
S1341,3,3,3,2
S1342,2,3,3,4
S1343,2,2,2,3
S1344,4,4,3,1
S1345,2,3,2,3
S1346,4,3,4,2
S1347,3,3,3,1
S1348,3,2,4,3
S1349,1,1,2,1
S1350,1,1,2,1
S1351,1,4,4,1
S1352,3,3,2,3
S1353,2,2,3,1
S1354,1,4,3,3
S1355,3,4,3,3
S1356,3,2,2,3
S1357,1,1,1,1
S1358,2,2,3,1
S1359,3,4,4,3
S1360,4,2,3,3
S1361,1,2,2,2
S1362,2,1,2,1
S1363,2,3,3,2
S1364,2,2,3,2
S1365,4,3,3,4
S1366,2,1,3,2
S1367,4,3,3,4
S1368,1,1,2,2
S1369,1,4,2,4
S1370,2,2,2,2
S1371,2,2,3,2
S1372,2,4,2,3
S1373,1,2,2,2
S1374,1,1,3,3
S1375,3,2,4,3
S1376,2,2,2,2
S1377,3,3,4,2
S1378,3,4,4,2
S1379,2,3,4,1
S1380,3,4,3,2
S1381,4,3,2,3
S1382,1,2,3,3
S1383,3,4,4,2
S1384,1,2,2,1
S1385,1,2,2,1
S1386,4,4,4,3
S1387,4,3,3,2
S1388,3,4,2,3
S1389,2,2,1,2
S1390,3,4,4,2
S1391,2,3,1,3
S1392,4,3,4,3
S1393,4,4,4,4
S1394,3,3,4,3
S1395,3,2,4,2
S1396,3,3,2,3
S1397,3,2,3,1
S1398,4,2,4,4
S1399,2,4,3,4
S1400,1,2,4,3
S1401,3,3,4,4
S1402,2,4,3,1
S1403,3,3,3,2
S1404,3,4,2,2
S1405,2,4,3,3
S1406,3,3,3,4
S1407,4,4,4,4
S1408,4,3,2,2
S1409,4,3,4,3
S1410,1,1,1,2
S1411,4,1,3,2
S1412,3,3,4,2
S1413,2,1,2,1
S1414,3,2,3,1
S1415,4,4,4,3
S1416,2,1,4,2
S1417,2,1,2,2
S1418,3,2,2,2
S1419,4,3,3,4
S1420,3,2,2,4
S1421,3,2,2,3
S1422,4,3,4,3
S1423,2,2,3,3
S1424,1,3,4,2
S1425,3,2,3,3
S1426,3,2,4,4
S1427,2,3,3,1
S1428,2,2,2,1
S1429,2,3,1,2
S1430,4,4,4,4
S1431,2,2,3,3
S1432,3,4,3,3
S1433,4,4,3,1
S1434,1,2,1,2
S1435,4,3,4,4
S1436,3,3,2,2
S1437,4,2,3,3
S1438,3,4,3,3
S1439,3,2,2,2
S1440,3,3,2,2
S1441,1,1,2,2
S1442,4,1,4,2
S1443,1,2,3,1
S1444,3,4,4,3
S1445,3,3,3,3
S1446,3,2,3,2
S1447,3,3,2,1
S1448,4,4,3,3
S1449,2,1,3,3
S1450,3,3,3,2
S1451,4,3,2,3
S1452,4,3,2,3
S1453,3,1,2,1
S1454,3,2,2,1
S1455,3,3,4,4
S1456,4,4,3,3
S1457,3,4,2,1
S1458,2,2,4,3
S1459,3,3,3,1
S1460,2,3,3,4
S1461,2,2,4,4
S1462,2,3,3,4
S1463,4,3,4,3
S1464,3,3,3,4
S1465,2,2,1,3
S1466,3,3,4,4
S1467,1,1,2,3
S1468,3,2,2,2
S1469,1,1,2,2
S1470,2,3,3,3
S1471,2,1,2,2
S1472,1,2,1,1
S1473,3,3,2,4
S1474,4,4,4,4
S1475,4,4,3,3
S1476,2,3,4,3
S1477,3,3,1,1
S1478,3,2,4,3
S1479,2,4,2,1
S1480,4,3,4,4
S1481,4,4,4,1
S1482,3,4,4,4
S1483,3,3,4,1
S1484,1,1,2,2
S1485,3,4,3,2
S1486,2,2,4,1
S1487,3,1,2,2
S1488,4,4,3,4
S1489,3,2,3,1
S1490,4,4,4,4
S1491,1,4,2,3
S1492,3,3,3,1
S1493,1,2,1,2
S1494,1,1,2,2
S1495,4,4,3,3
S1496,4,3,4,3
S1497,1,2,2,3
S1498,4,3,4,2
S1499,2,2,3,4
S1500,3,2,3,2
S1501,1,2,2,3
S1502,4,4,4,4
S1503,2,2,3,2
S1504,2,2,2,1
S1505,3,3,2,3
S1506,3,2,3,1
S1507,2,2,3,3
S1508,2,3,4,3
S1509,1,2,3,1
S1510,3,4,3,4
S1511,1,2,1,2
S1512,2,2,2,3
S1513,3,4,4,4
S1514,3,2,3,2
S1515,4,1,3,3
S1516,3,4,2,4
S1517,3,2,2,2
S1518,2,3,3,4
S1519,2,2,3,1
S1520,2,2,2,3
S1521,3,2,2,3
S1522,2,3,1,4
S1523,3,3,2,3
S1524,4,4,3,2
S1525,1,1,3,1
S1526,2,3,1,1
S1527,3,3,4,4
S1528,2,3,3,1
S1529,2,1,3,2
S1530,3,4,4,3
S1531,3,3,1,1
S1532,3,4,4,4
S1533,3,3,4,2
S1534,1,2,3,2
S1535,1,1,2,2
S1536,3,4,4,3
S1537,2,2,3,1
S1538,2,3,4,2
S1539,1,2,1,2
S1540,3,2,3,2
S1541,3,4,4,3
S1542,2,2,3,2
S1543,2,2,3,3
S1544,2,3,3,1
S1545,3,2,3,3
S1546,3,1,3,2
S1547,1,2,2,2
S1548,3,4,3,2
S1549,3,3,4,1
S1550,4,3,4,3
S1551,2,2,4,1
S1552,4,4,4,4
S1553,4,3,4,2
S1554,2,3,2,3
S1555,2,4,3,2
S1556,4,2,2,1
S1557,3,3,1,3
S1558,2,2,2,3
S1559,2,2,3,3
S1560,3,2,2,2
S1561,3,2,4,3
S1562,3,2,2,2
S1563,3,3,3,1
S1564,4,4,3,4
S1565,2,2,3,4
S1566,4,3,2,2
S1567,2,3,1,2
S1568,2,1,1,2
S1569,2,2,2,2
S1570,3,3,3,3
S1571,3,4,2,3
S1572,3,2,1,1
S1573,3,3,4,3
S1574,2,3,4,4
S1575,1,1,3,2
S1576,2,2,3,2
S1577,3,2,3,3
S1578,1,3,3,2
S1579,2,4,3,3
S1580,4,3,4,3
S1581,3,4,2,2
S1582,3,3,3,3
S1583,2,2,1,2
S1584,4,3,3,1
S1585,1,2,1,2
S1586,2,2,3,4
S1587,3,3,3,3
S1588,3,2,3,3
S1589,2,4,4,4
S1590,2,2,1,3
S1591,3,3,2,3
S1592,2,2,3,2
S1593,4,3,3,3
S1594,1,3,2,2
S1595,1,2,2,3
S1596,2,3,3,4
S1597,3,3,2,2
S1598,3,3,4,4
S1599,1,4,3,2
S1600,3,4,4,3
S1601,2,1,2,2
S1602,2,3,3,1
S1603,3,4,3,4
S1604,2,1,1,1
S1605,2,3,4,2
S1606,2,2,3,2
S1607,3,3,4,2
S1608,2,2,2,4
S1609,3,2,4,2
S1610,3,1,2,2
S1611,3,2,2,1
S1612,2,2,1,2
S1613,4,3,4,2
S1614,3,3,3,3
S1615,3,3,2,3
S1616,2,4,3,2
S1617,2,3,3,2
S1618,1,1,1,2
S1619,3,2,3,1
S1620,2,3,4,3
S1621,3,2,1,1
S1622,3,4,3,2
S1623,1,3,1,1
S1624,4,2,4,2
S1625,2,3,2,2
S1626,3,3,2,3
S1627,2,3,3,3
S1628,2,4,3,3
S1629,1,1,1,1
S1630,1,2,3,1
S1631,4,4,3,2
S1632,4,4,4,4
S1633,2,1,2,1
S1634,3,3,4,3
S1635,3,3,4,4
S1636,2,3,2,1
S1637,2,2,2,2
S1638,1,1,1,2
S1639,2,4,4,2
S1640,3,4,3,2
S1641,1,2,1,1
S1642,3,2,3,2
S1643,1,1,2,1
S1644,4,4,4,2
S1645,3,2,2,1
S1646,3,2,3,1
S1647,3,2,2,3
S1648,2,2,1,1
S1649,2,4,4,3
S1650,3,4,4,2
S1651,3,4,3,3
S1652,3,3,3,4
S1653,3,2,3,4
S1654,3,3,3,1
S1655,2,3,1,2
S1656,1,2,2,2
S1657,3,2,2,2
S1658,2,3,4,2
S1659,2,4,4,4
S1660,2,2,3,4
S1661,2,1,2,3
S1662,3,2,3,1
S1663,4,3,4,3
S1664,3,4,4,3
S1665,2,2,2,4
S1666,3,2,3,1
S1667,3,3,4,4
S1668,2,2,3,1
S1669,3,2,3,3
S1670,1,3,1,4
S1671,2,2,2,3
S1672,3,2,1,3
S1673,4,4,2,3
S1674,3,2,4,1
S1675,2,3,4,3
S1676,4,4,3,3
S1677,1,2,2,3
S1678,4,4,4,2
S1679,2,3,2,2
S1680,2,4,2,3
S1681,4,3,2,3
S1682,3,3,3,2
S1683,3,2,3,1
S1684,3,3,2,2
S1685,2,1,1,3
S1686,2,1,2,3
S1687,3,2,2,2
S1688,1,1,1,1
S1689,3,4,4,4
S1690,1,3,3,4
S1691,2,3,3,3
S1692,3,1,1,1
S1693,3,2,3,3
S1694,2,2,4,3
S1695,3,2,2,3
S1696,4,4,3,2
S1697,2,2,4,3
S1698,4,3,2,2
S1699,3,1,1,1
S1700,2,2,3,2
S1701,2,2,2,3
S1702,3,3,2,2
S1703,2,2,3,1
S1704,3,2,4,3
S1705,2,3,3,4
S1706,3,3,4,2
S1707,3,2,3,2
S1708,2,1,3,2
S1709,4,3,4,4
S1710,4,4,3,3
S1711,2,2,2,1
S1712,2,1,3,2
S1713,1,1,3,2
S1714,2,1,3,1
S1715,1,1,2,2
S1716,2,2,4,3
S1717,2,2,4,4
S1718,1,2,1,1
S1719,4,4,4,1
S1720,2,3,2,3
S1721,2,4,4,2
S1722,3,3,3,3
S1723,3,3,4,1
S1724,3,1,3,3
S1725,3,3,4,3
S1726,3,1,2,1
S1727,2,1,1,1
S1728,3,2,2,2
S1729,2,1,1,2
S1730,3,4,4,4
S1731,2,2,3,3
S1732,1,2,3,1
S1733,4,4,4,2
S1734,3,2,3,2
S1735,3,2,4,3
S1736,3,2,3,3
S1737,2,3,2,4
S1738,3,1,1,2
S1739,4,2,4,1
S1740,3,4,4,4
S1741,1,1,2,2
S1742,2,3,1,4
S1743,2,3,2,2
S1744,2,3,4,4
S1745,4,4,3,3
S1746,4,1,3,3
S1747,2,3,3,3
S1748,1,2,2,3
S1749,1,1,1,1
S1750,3,2,4,4
S1751,3,2,3,2
S1752,4,4,4,3
S1753,1,1,2,1
S1754,3,1,1,1
S1755,3,3,2,2
S1756,4,2,2,2
S1757,1,1,1,1
S1758,3,4,4,3
S1759,4,3,4,3
S1760,3,4,4,3
S1761,3,2,2,4
S1762,4,3,3,3
S1763,4,4,4,4
S1764,3,2,3,2
S1765,2,2,3,3
S1766,3,2,3,3
S1767,1,2,3,2
S1768,2,2,1,2
S1769,3,2,3,1
S1770,3,3,3,3
S1771,3,1,2,1
S1772,2,2,3,4
S1773,1,2,1,2
S1774,2,4,2,3
S1775,2,2,3,2
S1776,4,4,4,3
S1777,1,1,1,1
S1778,3,3,4,3
S1779,3,2,3,1
S1780,4,4,4,4
S1781,4,3,4,2
S1782,3,4,4,4
S1783,3,2,4,4
S1784,4,1,3,2
S1785,1,2,2,4
S1786,3,3,3,3
S1787,3,1,2,1
S1788,2,2,1,2
S1789,2,2,3,1
S1790,3,3,2,1
S1791,1,1,3,3
S1792,2,2,2,2
S1793,3,3,3,3
S1794,2,3,2,2
S1795,1,2,4,2
S1796,2,2,1,1
S1797,4,4,4,4
S1798,2,1,4,3
S1799,3,3,2,2
S1800,3,4,4,1
S1801,2,4,3,1
S1802,3,3,3,2
S1803,4,2,4,3
S1804,3,1,3,1
S1805,4,4,4,3
S1806,2,3,2,2
S1807,4,3,4,4
S1808,1,2,3,3
S1809,4,4,4,3
S1810,4,4,4,4
S1811,2,3,2,2
S1812,3,3,2,3
S1813,2,2,3,4
S1814,4,3,4,2
S1815,3,3,3,2
S1816,4,3,4,3
S1817,3,4,1,2
S1818,3,2,2,3
S1819,3,3,3,3
S1820,3,3,4,4
S1821,1,2,2,1
S1822,2,4,3,3
S1823,3,3,4,3
S1824,4,2,3,1
S1825,2,3,4,4
S1826,1,2,3,4
S1827,3,4,4,2
S1828,3,2,3,2
S1829,3,2,4,1
S1830,2,2,2,4
S1831,3,3,4,2
S1832,2,3,2,3
S1833,2,4,3,3
S1834,1,2,3,3
S1835,2,2,2,2
S1836,2,1,3,1
S1837,2,1,3,2
S1838,2,3,4,3
S1839,1,1,1,1
S1840,3,2,4,3
S1841,1,1,3,2
S1842,3,2,2,3
S1843,4,4,4,3
S1844,3,4,2,3
S1845,3,3,4,2
S1846,2,3,4,3
S1847,2,2,2,3
S1848,1,2,2,3
S1849,3,3,3,3
S1850,2,3,2,2
S1851,4,3,3,4
S1852,3,3,4,3
S1853,2,3,3,1
S1854,2,2,2,2
S1855,3,2,3,3
S1856,2,3,3,3
S1857,3,3,3,2
S1858,3,4,3,2
S1859,2,1,1,1
S1860,3,3,1,4
S1861,3,2,3,3
S1862,3,2,2,3
S1863,2,3,3,1
S1864,2,3,1,1
S1865,2,2,3,2
S1866,4,4,4,3
S1867,1,2,3,3
S1868,2,3,3,2
S1869,2,3,4,4
S1870,3,3,3,3
S1871,4,2,3,2
S1872,4,2,2,2
S1873,3,3,2,2
S1874,3,3,3,3
S1875,3,3,2,1
S1876,3,2,3,1
S1877,2,2,4,2
S1878,2,3,3,3
S1879,4,4,4,3
S1880,4,4,4,3
S1881,1,2,3,1
S1882,3,3,1,3
S1883,2,2,2,3
S1884,2,4,2,3
S1885,3,2,1,1
S1886,2,2,2,2
S1887,2,3,3,2
S1888,3,1,3,1
S1889,2,3,4,3
S1890,1,1,1,1
S1891,2,2,1,1
S1892,2,4,4,1
S1893,3,4,4,3
S1894,4,4,4,3
S1895,1,2,1,2
S1896,3,3,3,1
S1897,2,2,3,2
S1898,3,1,2,2
S1899,3,4,2,2
S1900,2,2,3,4
S1901,2,2,3,2
S1902,2,1,3,2
S1903,1,1,2,3
S1904,1,2,3,2
S1905,1,1,1,2
S1906,4,4,3,3
S1907,1,3,2,3
S1908,3,3,3,3
S1909,2,3,2,1
S1910,2,2,3,3
S1911,2,1,2,2
S1912,3,4,4,4
S1913,2,1,3,1
S1914,2,3,2,1
S1915,1,2,1,2
S1916,1,3,2,3
S1917,3,4,4,4
S1918,3,2,4,2
S1919,2,3,2,3
S1920,3,4,4,4
S1921,1,1,2,1
S1922,2,4,3,2
S1923,3,2,3,2
S1924,1,1,2,2
S1925,4,2,2,3
S1926,3,2,4,2
S1927,3,3,3,2
S1928,2,2,3,4
S1929,2,1,3,1
S1930,2,1,3,1
S1931,3,3,3,2
S1932,3,2,4,2
S1933,2,2,1,2
S1934,3,3,3,3
S1935,2,1,2,2
S1936,3,3,3,3
S1937,2,2,3,2
S1938,1,2,3,2
S1939,3,2,3,2
S1940,2,1,1,2
S1941,4,4,4,2
S1942,2,3,4,1
S1943,3,3,3,2
S1944,3,2,1,3
S1945,2,3,3,2
S1946,3,2,3,1
S1947,3,2,4,3
S1948,3,3,4,2
S1949,3,3,2,1
S1950,2,2,2,3
S1951,4,4,3,3
S1952,3,3,2,2
S1953,4,2,3,3
S1954,3,4,4,1
S1955,4,3,4,3
S1956,4,2,3,3
S1957,1,1,2,2
S1958,3,3,3,3
S1959,3,1,3,1
S1960,3,3,3,4
S1961,1,2,2,2
S1962,3,4,4,2
S1963,3,2,2,2
S1964,2,2,3,4
S1965,3,4,3,3
S1966,2,1,3,1
S1967,3,3,4,2
S1968,2,2,3,3
S1969,3,2,3,1
S1970,4,3,3,2
S1971,3,2,2,1
S1972,2,1,2,3
S1973,1,2,1,2
S1974,2,2,2,4
S1975,1,2,3,4
S1976,3,3,3,1
S1977,2,1,3,3
S1978,2,3,2,4
S1979,3,4,2,1
S1980,3,2,3,1
S1981,3,3,2,4
S1982,1,3,2,4
S1983,1,2,1,4
S1984,2,3,2,1
S1985,2,4,2,1
S1986,3,3,4,1
S1987,3,4,4,3
S1988,2,2,3,3
S1989,2,1,1,2
S1990,2,1,1,2
S1991,3,3,2,4
S1992,1,2,3,1
S1993,2,3,3,2
S1994,2,3,3,3
S1995,2,3,3,2
S1996,3,2,3,2
S1997,3,1,4,3
S1998,2,2,4,3
S1999,4,3,4,2
S2000,4,3,4,4
