Student,Subject1,Subject2,Subject3,Subject4,Subject5
S1068,3,4,1,3,2
S1069,3,1,1,1,4
S1070,1,3,2,1,3
S1071,3,1,3,2,1
S1072,1,2,1,1,2
S1073,1,1,1,1,1
S1074,5,3,2,5,5
S1075,5,2,5,1,3
S1076,2,1,1,2,1
S1077,3,1,3,4,2
S1078,1,1,1,2,1
S1079,1,3,2,1,2
S1080,1,1,1,1,1
S1081,1,2,2,1,2
S1082,1,1,2,1,2
S1083,1,1,1,2,1
S1084,1,1,2,3,2
S1085,3,2,4,3,3
S1086,1,1,1,1,1
S1087,1,1,1,1,2
S1088,3,2,2,3,3
S1089,1,1,1,1,1
S1090,3,2,2,1,3
S1091,1,1,1,1,2
S1092,1,2,2,1,2
S1093,2,1,3,1,2
S1094,1,4,1,3,2
S1095,2,3,1,1,3
S1096,1,3,2,3,1
S1097,1,1,1,1,1
S1098,5,3,4,4,3
S1099,2,3,1,1,2
S1100,1,1,3,1,1
S1101,1,4,3,1,3
S1102,2,2,3,1,1
S1103,1,1,2,1,1
S1104,2,2,3,2,2
S1105,2,1,4,3,1
S1106,2,3,3,1,2
S1107,1,4,3,1,1
S1108,1,2,1,2,1
S1109,2,1,2,1,3
S1110,1,1,1,1,1
S1111,2,2,1,1,1
S1112,1,2,1,1,2
S1113,1,1,2,1,1
S1114,1,2,2,1,1
S1115,2,3,3,1,1
S1116,1,1,1,1,2
S1117,1,2,3,2,4
S1118,1,2,2,2,1
S1119,5,3,3,3,3
S1120,1,2,1,1,1
S1121,4,1,1,1,2
S1122,1,1,1,1,1
S1123,1,2,4,2,1
S1124,3,4,3,1,3
S1125,1,1,1,3,3
S1126,2,2,1,3,2
S1127,1,1,2,1,1
S1128,2,1,1,3,1
S1129,1,1,3,1,2
S1130,2,1,1,1,1
S1131,2,2,3,3,3
S1132,1,1,1,1,1
S1133,1,3,2,2,3
S1134,2,2,1,1,1
S1135,1,1,3,1,3
S1136,2,1,3,1,2
S1137,2,1,1,2,2
S1138,2,4,2,2,2
S1139,1,1,1,1,1
S1140,1,1,1,3,1
S1141,2,3,1,1,2
S1142,4,2,1,1,4
S1143,2,1,1,2,3
S1144,1,1,2,1,2
S1145,3,2,3,5,4
S1146,2,2,2,3,4
S1147,1,1,1,1,1
S1148,1,1,3,1,1
S1149,2,1,1,2,1
S1150,1,1,1,1,3
S1151,1,1,1,1,2
S1152,4,4,2,1,3
S1153,4,3,3,2,3
S1154,2,3,1,3,1
S1155,1,1,1,1,1
S1156,3,3,3,4,3
S1157,1,1,1,1,1
S1158,2,2,3,2,1
S1159,1,1,1,1,1
S1160,1,3,4,1,1
S1161,4,4,4,5,2
S1162,2,1,2,3,2
S1163,3,2,2,2,1
S1164,2,2,1,2,1
S1165,2,3,4,2,1
S1166,1,1,4,3,1
S1167,3,2,1,2,1
S1168,4,5,2,2,3
S1169,1,2,3,2,3
S1170,1,1,1,2,1
S1171,3,1,4,2,2
S1172,3,3,2,2,3
S1173,2,1,1,3,2
S1174,2,1,1,1,2
S1175,1,2,1,1,1
S1176,1,2,2,3,1
S1177,2,2,1,1,2
S1178,3,3,4,2,4
S1179,1,1,1,1,1
S1180,1,1,1,1,1
S1181,2,1,1,1,1
S1182,2,1,1,3,3
S1183,3,2,2,2,2
S1184,3,2,3,4,2
S1185,1,3,2,2,2
S1186,2,5,3,3,4
S1187,3,2,1,2,1
S1188,2,2,4,2,2
S1189,2,1,2,1,2
S1190,4,3,4,4,2
S1191,2,1,1,3,1
S1192,1,3,1,2,1
S1193,1,1,3,2,1
S1194,1,1,5,1,1
S1195,1,2,1,1,1
S1196,1,2,1,1,1
S1197,2,1,1,1,3
S1198,1,1,2,2,1
S1199,1,1,1,1,1
S1200,1,1,1,1,1
S1201,1,1,3,1,1
S1202,1,3,3,5,3
S1203,1,1,2,1,3
S1204,1,1,3,1,2
S1205,2,1,1,1,1
S1206,1,2,4,4,2
S1207,2,1,1,2,2
S1208,2,1,1,1,2
S1209,1,2,1,1,1
S1210,2,3,1,2,4
S1211,1,2,3,1,2
S1212,1,1,1,1,1
S1213,2,2,3,1,3
S1214,2,1,1,2,1
S1215,2,2,1,1,1
S1216,3,4,3,4,3
S1217,2,2,2,3,2
S1218,1,1,1,1,1
S1219,2,4,2,1,1
S1220,2,1,2,1,1
S1221,1,2,1,1,1
S1222,3,1,1,3,2
S1223,2,4,1,4,5
S1224,1,2,1,1,1
S1225,2,2,3,4,3
S1226,2,1,1,1,1
S1227,1,3,3,4,3
S1228,1,2,4,3,2
S1229,2,3,1,2,1
S1230,2,2,3,2,4
S1231,1,2,2,5,1
S1232,2,2,2,1,1
S1233,2,3,1,1,3
S1234,1,1,1,2,1
S1235,1,1,2,2,1
S1236,1,2,1,3,1
S1237,4,2,2,3,4
S1238,1,1,3,1,1
S1239,2,2,1,1,1
S1240,1,3,2,2,1
S1241,3,3,3,3,2
S1242,1,4,1,1,2
S1243,1,4,1,1,2
S1244,4,1,1,2,3
S1245,1,2,1,2,1
S1246,2,3,1,2,3
S1247,1,1,3,1,4
S1248,3,4,3,5,1
S1249,1,3,3,1,3
S1250,2,4,1,1,2
S1251,4,3,1,2,1
S1252,1,2,5,2,1
S1253,2,2,1,1,2
S1254,3,2,2,1,1
S1255,2,2,1,1,2
S1256,1,1,1,1,1
S1257,4,4,3,4,3
S1258,3,4,4,2,4
S1259,3,2,2,1,3
S1260,3,2,1,3,1
S1261,3,5,3,2,1
S1262,2,3,1,1,2
S1263,5,1,2,3,3
S1264,1,3,1,3,3
S1265,1,2,1,1,1
S1266,2,2,2,2,3
S1267,2,1,1,1,3
S1268,2,2,1,1,2
S1269,4,2,3,1,1
S1270,1,1,1,1,1
S1271,3,3,1,4,3
S1272,1,4,3,2,2
S1273,3,3,4,3,5
S1274,1,2,1,1,1
S1275,4,1,3,1,4
S1276,1,3,1,1,4
S1277,1,1,2,2,1
S1278,4,1,2,3,2
S1279,4,2,3,1,2
S1280,4,2,1,2,3
S1281,1,1,1,1,1
S1282,4,1,2,2,1
S1283,3,2,4,3,2
S1284,1,1,1,1,1
S1285,2,1,3,2,1
S1286,2,1,1,1,1
S1287,1,1,1,1,1
S1288,1,1,1,2,2
S1289,4,2,3,2,3
S1290,1,1,1,1,2
S1291,2,3,3,4,2
S1292,2,1,3,1,1
S1293,1,3,2,1,2
S1294,1,1,1,2,1
S1295,2,1,1,1,2
S1296,3,2,4,1,2
S1297,2,2,1,2,3
S1298,1,3,4,3,2
S1299,2,2,2,1,2
S1300,1,3,1,2,2
S1301,1,1,1,2,2
S1302,1,2,1,1,2
S1303,1,3,1,1,1
S1304,2,2,1,3,2
S1305,4,1,1,2,1
S1306,1,2,2,2,2
S1307,3,3,4,2,3
S1308,1,1,3,1,1
S1309,2,2,2,3,2
S1310,1,2,2,1,1
S1311,1,1,1,1,1
S1312,2,1,2,1,1
S1313,1,1,1,1,1
S1314,1,2,1,1,2
S1315,2,2,2,1,2
S1316,4,3,4,2,3
S1317,1,2,2,1,1
S1318,1,1,1,1,1
S1319,1,1,1,1,1
S1320,1,3,1,1,2
S1321,2,2,2,2,3
S1322,1,2,1,1,1
S1323,3,1,2,4,1
S1324,3,3,1,1,2
S1325,2,3,1,2,1
S1326,1,2,3,3,2
S1327,1,3,3,4,3
S1328,1,2,2,1,1
S1329,1,1,1,2,1
S1330,2,1,1,1,1
S1331,2,2,3,1,1
S1332,5,4,5,4,4
S1333,1,3,2,2,3
S1334,1,1,1,1,1
S1335,2,2,1,2,2
S1336,2,2,1,3,2
S1337,4,1,3,2,1
S1338,2,3,4,2,2
S1339,1,4,3,1,2
S1340,2,1,1,1,1
S1341,1,1,2,1,1
S1342,4,2,4,3,2
S1343,2,2,1,2,1
S1344,4,4,2,1,5
S1345,2,1,2,2,1
S1346,2,5,1,4,4
S1347,3,1,1,2,1
S1348,3,1,3,2,4
S1349,2,1,1,1,1
S1350,1,1,2,1,1
S1351,2,2,1,2,5
S1352,1,1,1,1,3
S1353,1,2,2,1,1
S1354,1,1,1,2,3
S1355,3,2,4,3,2
S1356,1,2,3,3,1
S1357,1,2,1,1,1
S1358,3,1,1,1,1
S1359,3,3,1,3,2
S1360,1,1,3,4,1
S1361,1,1,2,1,2
S1362,2,2,3,3,1
S1363,3,2,2,1,2
S1364,1,2,1,1,2
S1365,1,3,1,3,2
S1366,3,2,1,1,1
S1367,1,2,2,5,3
S1368,2,1,2,1,2
S1369,1,1,1,1,2
S1370,2,1,3,1,2
S1371,1,1,3,2,1
S1372,1,1,2,1,2
S1373,1,1,1,2,1
S1374,1,1,1,1,1
S1375,3,4,3,4,2
S1376,1,2,4,1,3
S1377,3,2,3,1,1
S1378,1,3,1,1,3
S1379,1,3,1,2,4
S1380,1,2,1,1,1
S1381,1,2,1,2,2
S1382,1,2,1,3,3
S1383,4,2,2,3,5
S1384,3,1,1,1,2
S1385,2,2,2,1,2
S1386,2,2,2,2,4
S1387,2,2,2,3,1
S1388,4,1,1,1,2
S1389,1,1,1,1,3
S1390,2,3,4,1,2
S1391,2,2,2,1,2
S1392,1,3,3,1,1
S1393,2,2,2,2,4
S1394,1,1,1,2,1
S1395,4,4,3,1,3
S1396,1,3,2,3,3
S1397,1,1,2,1,3
S1398,3,2,4,3,3
S1399,2,1,1,1,3
S1400,1,1,4,2,2
S1401,3,2,1,2,1
S1402,1,2,2,2,3
S1403,1,1,2,1,2
S1404,1,1,1,1,1
S1405,1,4,1,1,2
S1406,3,4,3,3,3
S1407,4,4,2,5,5
S1408,1,1,2,1,1
S1409,3,1,3,3,1
S1410,1,1,1,1,1
S1411,1,2,2,2,1
S1412,1,1,5,5,4
S1413,1,2,1,1,1
S1414,3,2,3,4,4
S1415,3,3,2,2,1
S1416,2,1,2,2,3
S1417,1,1,3,1,1
S1418,2,4,2,1,3
S1419,1,1,1,1,3
S1420,2,2,2,1,1
S1421,3,3,3,2,1
S1422,3,1,4,3,3
S1423,1,1,2,1,2
S1424,1,1,1,1,2
S1425,3,2,2,4,2
S1426,5,2,5,3,2
S1427,2,4,1,1,1
S1428,1,1,2,2,1
S1429,2,1,1,1,2
S1430,2,3,1,2,3
S1431,1,1,1,1,1
S1432,1,4,2,1,3
S1433,2,2,4,2,3
S1434,1,1,1,1,3
S1435,5,3,4,5,4
S1436,2,3,1,1,2
S1437,4,2,1,2,2
S1438,1,3,1,3,3
S1439,3,2,2,3,2
S1440,1,4,3,1,3
S1441,1,1,1,1,1
S1442,3,3,3,2,1
S1443,1,2,1,2,4
S1444,5,2,2,3,4
S1445,2,1,2,4,1
S1446,2,1,1,2,2
S1447,2,1,2,2,2
S1448,4,3,2,3,1
S1449,2,1,3,1,3
S1450,3,2,1,3,2
S1451,1,1,2,2,2
S1452,2,3,2,2,1
S1453,2,1,1,1,1
S1454,4,4,1,4,1
S1455,5,1,3,2,2
S1456,1,2,3,1,1
S1457,1,4,1,1,3
S1458,1,1,1,1,2
S1459,1,2,1,2,4
S1460,3,1,3,1,3
S1461,4,1,3,2,3
S1462,2,1,1,2,1
S1463,3,3,1,4,3
S1464,1,1,2,3,1
S1465,1,2,2,1,1
S1466,2,3,1,3,2
S1467,1,1,1,2,1
S1468,2,1,2,2,2
S1469,1,1,1,3,1
S1470,3,2,1,1,2
S1471,3,1,3,3,2
S1472,1,1,1,1,1
S1473,3,1,2,1,1
S1474,2,3,4,4,3
S1475,2,3,3,2,1
S1476,3,1,1,2,4
S1477,1,1,1,1,1
S1478,2,3,3,3,5
S1479,3,3,1,1,3
S1480,5,1,4,5,4
S1481,4,3,2,1,3
S1482,2,2,1,1,3
S1483,3,3,1,1,1
S1484,1,1,1,2,1
S1485,2,3,3,1,4
S1486,1,1,1,4,2
S1487,3,3,1,1,2
S1488,2,2,2,2,1
S1489,3,1,1,3,2
S1490,2,4,3,2,4
S1491,1,3,1,1,1
S1492,3,3,1,2,1
S1493,1,2,1,2,1
S1494,2,1,1,1,1
S1495,2,2,4,4,4
S1496,3,5,1,4,5
S1497,1,1,3,3,3
S1498,3,2,3,2,3
S1499,2,3,2,1,1
S1500,3,3,3,1,4
S1501,1,1,2,1,1
S1502,5,5,4,4,5
S1503,1,1,3,1,2
S1504,2,1,2,3,2
S1505,1,4,1,1,3
S1506,2,3,2,3,1
S1507,2,1,1,2,2
S1508,2,1,1,1,1
S1509,1,1,2,1,2
S1510,2,5,2,2,2
S1511,1,1,1,1,1
S1512,1,1,2,1,2
S1513,3,3,4,1,4
S1514,2,1,2,3,1
S1515,2,1,1,1,1
S1516,2,3,1,1,2
S1517,2,2,1,3,2
S1518,2,2,2,2,1
S1519,3,2,2,1,1
S1520,2,1,2,2,1
S1521,1,1,1,1,1
S1522,1,2,2,1,1
S1523,4,3,1,3,3
S1524,3,2,1,1,1
S1525,2,1,2,1,2
S1526,1,2,2,1,1
S1527,3,3,1,1,1
S1528,3,1,1,1,2
S1529,3,1,3,1,1
S1530,3,3,1,4,3
S1531,1,1,1,1,1
S1532,3,1,3,4,3
S1533,3,2,1,3,3
S1534,1,1,1,1,3
S1535,1,1,1,1,1
S1536,1,1,1,2,1
S1537,1,3,1,1,3
S1538,3,3,1,1,2
S1539,1,1,1,1,1
S1540,1,1,1,2,1
S1541,4,5,1,3,4
S1542,2,1,2,1,2
S1543,1,2,1,3,2
S1544,1,1,1,2,2
S1545,1,1,1,3,3
S1546,2,1,3,1,2
S1547,1,1,1,3,2
S1548,1,2,2,1,4
S1549,1,1,2,3,1
S1550,4,2,3,4,4
S1551,3,1,1,3,1
S1552,3,3,4,3,4
S1553,2,4,1,1,1
S1554,1,1,1,1,2
S1555,4,3,3,2,2
S1556,2,2,2,2,1
S1557,3,3,1,5,1
S1558,2,1,1,3,1
S1559,2,2,2,3,2
S1560,2,1,1,1,1
S1561,4,1,1,3,4
S1562,1,3,2,2,1
S1563,3,1,1,2,1
S1564,1,3,5,2,3
S1565,2,3,1,2,1
S1566,2,4,3,2,4
S1567,1,1,1,1,2
S1568,1,1,3,1,1
S1569,2,2,2,1,1
S1570,3,5,3,4,2
S1571,5,4,4,3,3
S1572,1,1,1,2,1
S1573,3,3,3,4,4
S1574,3,1,2,3,4
S1575,1,1,1,3,1
S1576,1,1,1,2,1
S1577,2,2,3,2,3
S1578,3,1,1,2,3
S1579,1,3,2,1,2
S1580,3,2,1,3,1
S1581,2,5,2,3,4
S1582,1,1,1,1,2
S1583,1,1,1,1,1
S1584,4,2,1,4,4
S1585,1,1,1,2,1
S1586,2,1,1,2,1
S1587,2,1,2,1,2
S1588,2,3,2,1,1
S1589,1,1,2,4,2
S1590,1,1,1,1,1
S1591,1,2,1,2,2
S1592,3,1,1,3,2
S1593,2,3,2,3,3
S1594,1,3,1,1,4
S1595,1,1,1,2,1
S1596,2,5,3,1,4
S1597,1,2,1,1,1
S1598,1,4,2,4,4
S1599,1,1,1,1,3
S1600,2,3,4,3,1
S1601,4,1,2,1,1
S1602,1,1,1,2,1
S1603,2,4,5,4,4
S1604,2,1,2,3,1
S1605,3,1,1,3,2
S1606,1,1,1,1,1
S1607,5,2,2,1,2
S1608,1,3,2,1,2
S1609,2,1,2,2,2
S1610,2,2,1,1,1
S1611,2,3,2,3,2
S1612,1,2,2,1,1
S1613,2,1,1,1,3
S1614,3,3,5,4,3
S1615,1,2,2,1,2
S1616,1,1,1,1,1
S1617,1,1,1,2,3
S1618,1,1,3,1,1
S1619,2,3,2,3,2
S1620,3,3,2,1,3
S1621,1,2,1,1,2
S1622,1,2,1,2,2
S1623,1,3,1,1,3
S1624,4,3,3,4,3
S1625,1,3,2,1,3
S1626,1,2,1,1,1
S1627,1,2,1,3,2
S1628,2,1,1,3,1
S1629,1,1,1,1,1
S1630,1,1,1,1,1
S1631,2,4,3,2,2
S1632,4,5,1,3,3
S1633,1,3,1,1,2
S1634,2,2,3,3,2
S1635,3,1,4,2,4
S1636,1,1,1,1,1
S1637,2,1,2,2,2
S1638,1,1,1,2,1
S1639,1,2,1,1,3
S1640,3,5,2,3,2
S1641,1,2,1,1,1
S1642,1,3,4,1,1
S1643,1,1,1,1,1
S1644,4,2,2,4,3
S1645,1,1,2,2,1
S1646,4,4,1,3,3
S1647,4,1,2,2,3
S1648,1,1,1,1,1
S1649,2,3,2,4,4
S1650,2,4,1,1,1
S1651,1,2,3,4,2
S1652,1,3,1,1,2
S1653,3,2,2,4,1
S1654,1,4,3,2,2
S1655,1,1,1,2,1
S1656,1,2,3,1,2
S1657,1,3,3,1,1
S1658,2,3,1,2,2
S1659,1,2,2,1,2
S1660,2,1,5,5,2
S1661,1,1,3,1,1
S1662,1,1,1,1,1
S1663,2,1,1,2,1
S1664,3,5,4,4,5
S1665,1,2,4,5,3
S1666,1,1,2,1,1
S1667,2,4,4,2,4
S1668,2,1,1,1,1
S1669,2,2,1,1,1
S1670,1,1,2,2,1
S1671,1,1,2,1,1
S1672,2,2,3,2,1
S1673,2,3,1,3,2
S1674,1,1,1,2,1
S1675,1,1,2,2,2
S1676,2,4,3,3,2
S1677,2,1,1,1,1
S1678,5,4,2,4,4
S1679,1,1,2,1,1
S1680,2,1,3,1,2
S1681,3,2,1,1,1
S1682,1,2,2,2,1
S1683,2,2,1,4,1
S1684,1,1,3,1,1
S1685,1,1,3,1,1
S1686,1,1,3,1,1
S1687,2,3,4,3,2
S1688,1,1,1,1,1
S1689,1,3,1,3,3
S1690,2,1,1,2,3
S1691,2,2,2,2,4
S1692,1,1,1,1,1
S1693,1,1,1,3,1
S1694,1,3,2,2,2
S1695,2,1,1,1,1
S1696,1,2,1,1,2
S1697,2,2,1,1,3
S1698,3,4,1,3,2
S1699,1,2,3,1,1
S1700,1,4,1,1,4
S1701,1,1,1,1,1
S1702,1,2,1,2,2
S1703,2,1,1,1,1
S1704,2,3,3,2,2
S1705,2,3,4,2,2
S1706,3,2,3,3,3
S1707,3,2,2,1,1
S1708,1,1,2,1,1
S1709,3,2,2,3,1
S1710,2,4,3,3,4
S1711,1,1,3,1,1
S1712,2,1,1,1,2
S1713,1,1,1,1,1
S1714,1,1,1,1,1
S1715,1,1,1,1,1
S1716,3,1,2,3,2
S1717,3,1,2,4,2
S1718,2,1,1,1,1
S1719,3,4,1,2,2
S1720,1,3,1,2,1
S1721,2,4,3,2,3
S1722,2,1,1,2,1
S1723,3,2,2,1,1
S1724,3,2,1,1,1
S1725,5,1,3,4,4
S1726,3,2,1,1,1
S1727,1,1,1,1,1
S1728,3,1,1,2,3
S1729,1,1,1,1,1
S1730,4,4,4,2,5
S1731,2,1,1,1,1
S1732,1,1,1,2,4
S1733,3,3,1,3,3
S1734,1,2,2,2,1
S1735,1,1,1,4,3
S1736,3,2,2,1,1
S1737,1,2,2,1,1
S1738,1,2,4,2,1
S1739,2,1,1,2,1
S1740,1,2,2,2,3
S1741,3,1,1,1,1
S1742,1,4,1,2,1
S1743,1,1,1,1,1
S1744,2,2,1,2,2
S1745,2,1,1,1,3
S1746,2,1,1,2,2
S1747,1,1,2,2,1
S1748,1,1,2,1,1
S1749,1,3,1,1,1
S1750,3,3,2,1,1
S1751,3,3,1,3,4
S1752,2,2,3,4,4
S1753,1,1,1,1,1
S1754,1,2,4,1,1
S1755,3,4,2,2,2
S1756,4,3,4,4,1
S1757,1,1,1,1,1
S1758,3,3,1,3,3
S1759,3,4,4,1,3
S1760,3,1,1,2,1
S1761,1,2,2,1,1
S1762,1,3,1,1,2
S1763,2,3,2,1,3
S1764,3,2,1,1,2
S1765,2,2,1,3,2
S1766,3,3,3,2,2
S1767,1,1,1,1,2
S1768,2,1,2,1,2
S1769,1,1,2,1,2
S1770,3,2,2,3,2
S1771,3,4,1,1,1
S1772,1,1,2,2,1
S1773,2,1,1,2,1
S1774,2,5,1,2,1
S1775,3,2,1,2,1
S1776,2,1,2,1,3
S1777,1,1,2,2,1
S1778,3,3,2,3,2
S1779,4,3,3,3,2
S1780,2,4,2,2,2
S1781,2,3,1,2,3
S1782,2,2,1,3,2
S1783,2,4,2,3,2
S1784,2,2,5,2,1
S1785,2,1,1,2,4
S1786,2,1,2,1,3
S1787,1,1,2,1,2
S1788,2,1,1,4,2
S1789,1,1,1,1,2
S1790,1,1,3,3,2
S1791,2,1,1,1,1
S1792,1,1,1,2,1
S1793,1,1,4,3,1
S1794,1,1,1,2,1
S1795,2,1,1,2,2
S1796,1,1,1,1,1
S1797,3,2,4,5,3
S1798,1,1,1,2,1
S1799,3,4,1,3,2
S1800,1,2,3,1,2
S1801,1,1,1,1,2
S1802,1,3,2,2,2
S1803,1,1,1,1,3
S1804,2,3,1,2,1
S1805,4,3,4,2,2
S1806,1,1,1,1,1
S1807,3,5,4,3,4
S1808,1,3,3,3,2
S1809,2,4,2,4,4
S1810,4,2,1,2,3
S1811,2,1,4,1,2
S1812,1,2,2,1,1
S1813,1,2,3,3,1
S1814,1,3,1,1,4
S1815,2,1,3,2,3
S1816,3,2,4,2,1
S1817,1,1,1,1,2
S1818,2,1,3,2,1
S1819,3,2,2,2,2
S1820,2,1,4,1,1
S1821,1,1,1,1,2
S1822,1,2,1,1,1
S1823,3,2,1,3,3
S1824,2,3,2,3,1
S1825,1,1,1,2,1
S1826,2,2,2,2,4
S1827,3,2,1,3,2
S1828,3,1,2,2,3
S1829,3,1,1,1,4
S1830,3,3,2,2,1
S1831,1,2,1,1,1
S1832,4,1,3,4,3
S1833,2,1,1,1,4
S1834,1,2,1,2,1
S1835,1,1,1,2,1
S1836,5,2,2,2,1
S1837,1,1,1,1,1
S1838,2,3,2,2,4
S1839,1,1,1,1,1
S1840,2,2,4,4,3
S1841,1,1,1,2,2
S1842,1,1,1,1,1
S1843,3,3,3,4,3
S1844,1,3,4,1,1
S1845,2,1,1,2,4
S1846,4,2,1,3,3
S1847,1,1,1,2,1
S1848,1,1,1,1,1
S1849,1,1,1,1,1
S1850,1,2,1,2,2
S1851,2,1,2,2,1
S1852,1,1,1,2,2
S1853,1,1,2,2,2
S1854,2,3,2,1,3
S1855,4,3,4,3,2
S1856,4,1,2,2,3
S1857,1,1,2,1,1
S1858,5,2,2,2,3
S1859,1,2,1,2,1
S1860,2,3,5,2,2
S1861,2,3,3,1,1
S1862,1,1,2,1,2
S1863,2,1,1,2,2
S1864,1,1,1,2,1
S1865,1,1,1,2,1
S1866,3,1,1,1,3
S1867,1,2,1,3,3
S1868,1,2,1,1,3
S1869,1,1,1,1,1
S1870,4,3,1,3,2
S1871,1,1,3,2,1
S1872,1,3,3,4,1
S1873,1,2,3,1,2
S1874,2,2,1,4,3
S1875,3,3,3,2,2
S1876,1,1,1,1,1
S1877,1,1,4,2,2
S1878,1,1,2,1,2
S1879,1,2,3,2,3
S1880,4,5,3,4,3
S1881,1,1,1,1,3
S1882,1,2,1,2,1
S1883,1,2,1,1,1
S1884,1,4,4,1,4
S1885,3,2,3,1,1
S1886,2,1,1,1,1
S1887,4,1,1,1,2
S1888,2,1,1,1,1
S1889,2,2,2,3,2
S1890,1,2,1,1,1
S1891,2,1,2,1,1
S1892,4,3,2,2,4
S1893,2,1,1,3,2
S1894,2,3,3,3,2
S1895,1,1,1,1,2
S1896,1,3,1,1,4
S1897,2,1,1,1,3
S1898,3,1,3,1,2
S1899,1,1,1,1,1
S1900,1,1,1,1,1
S1901,3,2,1,2,2
S1902,1,1,3,2,1
S1903,1,1,1,2,1
S1904,1,1,1,1,2
S1905,1,1,1,1,1
S1906,2,3,1,2,3
S1907,1,1,1,1,2
S1908,1,3,2,4,2
S1909,1,2,3,1,3
S1910,1,1,1,2,1
S1911,2,2,1,1,1
S1912,3,3,2,3,5
S1913,1,1,1,1,1
S1914,4,3,2,3,3
S1915,1,1,1,1,1
S1916,1,1,2,1,1
S1917,1,1,2,2,4
S1918,1,3,2,1,2
S1919,1,1,4,1,1
S1920,1,2,4,3,1
S1921,2,1,2,2,1
S1922,1,2,1,1,1
S1923,4,2,2,2,2
S1924,1,1,1,1,1
S1925,2,3,2,3,1
S1926,2,1,2,1,3
S1927,1,4,2,1,3
S1928,3,2,2,3,2
S1929,2,3,1,3,1
S1930,1,2,1,4,3
S1931,1,3,2,1,3
S1932,3,2,4,3,3
S1933,1,2,1,2,1
S1934,3,3,3,4,3
S1935,2,2,1,1,1
S1936,1,1,1,2,1
S1937,3,2,3,3,2
S1938,3,1,2,2,3
S1939,3,2,1,3,2
S1940,1,3,1,1,1
S1941,1,1,3,1,4
S1942,2,3,3,1,2
S1943,1,1,1,2,1
S1944,1,1,1,1,1
S1945,1,1,1,1,2
S1946,2,2,1,1,1
S1947,4,3,4,4,4
S1948,3,3,3,3,4
S1949,2,1,1,1,1
S1950,2,1,1,5,1
S1951,3,4,4,5,5
S1952,2,3,2,1,2
S1953,4,3,3,3,4
S1954,2,3,1,1,2
S1955,5,3,5,3,2
S1956,1,2,2,1,1
S1957,4,1,1,1,1
S1958,2,2,2,3,3
S1959,2,3,1,1,2
S1960,2,2,1,1,1
S1961,1,1,1,1,1
S1962,3,3,1,3,4
S1963,1,1,3,1,1
S1964,1,2,2,2,1
S1965,2,1,2,1,2
S1966,2,1,1,1,1
S1967,3,2,3,2,2
S1968,1,1,1,1,3
S1969,4,2,2,1,2
S1970,2,3,1,1,1
S1971,2,1,3,3,1
S1972,2,1,1,1,1
S1973,2,1,1,1,1
S1974,2,1,3,2,1
S1975,1,1,1,1,1
S1976,1,1,3,1,2
S1977,1,4,2,2,2
S1978,1,3,4,4,2
S1979,2,3,1,3,2
S1980,2,1,3,1,2
S1981,1,3,1,2,2
S1982,1,1,1,1,1
S1983,1,1,4,1,1
S1984,4,3,3,1,3
S1985,3,3,1,2,1
S1986,4,4,1,3,4
S1987,1,3,1,2,1
S1988,2,1,4,3,2
S1989,1,1,1,2,1
S1990,1,1,1,1,1
S1991,2,1,3,1,1
S1992,1,1,1,1,1
S1993,3,2,3,2,5
S1994,2,1,1,1,2
S1995,3,1,1,1,2
S1996,3,3,5,3,1
S1997,3,1,4,3,1
S1998,2,3,1,1,1
S1999,1,4,2,4,4
S2000,2,2,2,2,1
